,name,face_image,mean,minimum,maximum,median,mode
71,Hubert Joly,"[[[145 182 226]
  [144 181 225]
  [143 177 223]
  ...
  [ 80 101 139]
  [ 79  99 140]
  [ 77  98 136]]

 [[137 176 221]
  [139 178 223]
  [142 178 224]
  ...
  [ 80 101 139]
  [ 76  96 137]
  [ 76  97 135]]

 [[145 179 225]
  [150 184 230]
  [143 179 225]
  ...
  [ 75  96 134]
  [ 72  92 133]
  [ 79  99 140]]

 ...

 [[149 145 150]
  [151 144 141]
  [139 142 150]
  ...
  [115 139 185]
  [117 142 186]
  [115 140 184]]

 [[149 144 145]
  [146 146 146]
  [150 145 147]
  ...
  [113 136 184]
  [116 141 185]
  [113 137 183]]

 [[148 145 147]
  [146 146 146]
  [148 143 144]
  ...
  [116 141 185]
  [114 141 185]
  [ 97 123 169]]]",138.5560763989984,1.0,255.0,146.0,164.0
72,Ian Read,"[[[  8  49  98]
  [ 11  52 101]
  [ 10  51 100]
  ...
  [128 155 211]
  [126 153 210]
  [128 152 210]]

 [[  5  48  97]
  [  6  49  98]
  [  6  49  98]
  ...
  [129 155 209]
  [122 147 203]
  [142 165 221]]

 [[  2  45  94]
  [  1  44  93]
  [  1  44  93]
  ...
  [132 156 208]
  [133 154 209]
  [124 145 200]]

 ...

 [[  0  40  93]
  [  0  40  93]
  [  0  40  93]
  ...
  [ 78 100 142]
  [ 74  93 136]
  [ 72  91 134]]

 [[  0  42  95]
  [  0  42  95]
  [  0  42  95]
  ...
  [ 77  99 141]
  [ 71  90 133]
  [ 67  86 129]]

 [[  2  44  97]
  [  2  44  97]
  [  3  45  98]
  ...
  [ 86 105 148]
  [ 80  99 142]
  [ 73  92 135]]]",75.36532958010791,5.0,202.0,57.0,51.0
73,J,"[[[ 39  45  74]
  [ 37  43  72]
  [ 39  45  74]
  ...
  [143 154 204]
  [138 152 201]
  [137 152 201]]

 [[ 40  45  76]
  [ 40  46  75]
  [ 43  49  78]
  ...
  [143 154 204]
  [141 153 201]
  [142 156 204]]

 [[ 41  46  77]
  [ 41  47  76]
  [ 42  48  77]
  ...
  [137 151 200]
  [145 158 204]
  [139 153 201]]

 ...

 [[ 61  68 118]
  [ 65  72 127]
  [ 65  75 129]
  ...
  [ 87 109 181]
  [ 87 106 181]
  [ 90 106 182]]

 [[ 62  69 119]
  [ 65  72 127]
  [ 64  74 128]
  ...
  [ 87 108 183]
  [ 86 105 180]
  [ 90 106 182]]

 [[ 60  67 117]
  [ 63  70 125]
  [ 64  74 128]
  ...
  [ 90 109 184]
  [ 89 108 183]
  [ 90 106 182]]]",102.14072112512312,1.0,242.0,105.0,135.0
74,Jack Dorsey,"[[[161 192 243]
  [163 194 245]
  [167 198 249]
  ...
  [ 36  63 120]
  [ 58  85 142]
  [ 69  96 153]]

 [[162 193 244]
  [163 194 245]
  [167 198 249]
  ...
  [ 41  68 125]
  [ 34  61 118]
  [ 55  82 139]]

 [[157 188 239]
  [159 190 241]
  [163 194 245]
  ...
  [ 42  69 126]
  [ 29  56 113]
  [ 43  70 127]]

 ...

 [[ 63  63  63]
  [ 61  61  61]
  [ 63  61  61]
  ...
  [ 76 106 155]
  [ 44  74 123]
  [ 62  89 139]]

 [[ 61  61  61]
  [ 59  59  59]
  [ 62  59  61]
  ...
  [ 62  92 139]
  [ 42  72 119]
  [ 79 106 156]]

 [[ 59  59  59]
  [ 60  60  60]
  [ 63  60  62]
  ...
  [ 38  66 113]
  [ 33  63 110]
  [ 83 111 158]]]",122.62371928398449,1.0,248.0,106.0,96.0
75,James Dimon,"[[[108 138 197]
  [107 137 196]
  [108 138 197]
  ...
  [100 129 196]
  [105 134 201]
  [105 135 200]]

 [[111 139 199]
  [109 139 198]
  [107 137 196]
  ...
  [110 138 203]
  [103 133 198]
  [103 133 198]]

 [[107 137 196]
  [108 138 197]
  [106 136 195]
  ...
  [113 141 206]
  [104 134 199]
  [104 134 199]]

 ...

 [[109 140 215]
  [108 139 214]
  [104 135 210]
  ...
  [110 145 213]
  [103 141 205]
  [112 153 216]]

 [[106 137 212]
  [108 139 214]
  [103 134 209]
  ...
  [115 148 217]
  [106 144 209]
  [115 153 217]]

 [[105 137 210]
  [107 136 211]
  [106 135 210]
  ...
  [115 147 220]
  [113 145 216]
  [109 143 213]]]",152.71668639053254,117.0,182.0,152.0,151.0
76,James E,"[[[207 209 255]
  [210 213 255]
  [209 212 255]
  ...
  [110 124 200]
  [108 122 198]
  [106 120 196]]

 [[206 209 254]
  [209 212 255]
  [209 213 254]
  ...
  [113 126 202]
  [109 122 198]
  [107 120 198]]

 [[201 204 249]
  [208 211 255]
  [211 215 255]
  ...
  [114 127 203]
  [114 127 203]
  [110 123 201]]

 ...

 [[203 201 247]
  [182 192 252]
  [176 186 246]
  ...
  [ 74  84 172]
  [113 124 206]
  [139 146 219]]

 [[207 203 244]
  [185 193 252]
  [180 187 250]
  ...
  [102 113 193]
  [130 141 215]
  [151 159 226]]

 [[211 204 239]
  [193 199 252]
  [187 193 252]
  ...
  [123 134 208]
  [148 157 224]
  [158 167 230]]]",170.67195138063153,2.0,237.0,181.0,210.0
77,James Goodnight,"[[[138 176 254]
  [142 181 255]
  [145 184 255]
  ...
  [ 69 102 171]
  [ 68 102 168]
  [ 60  92 157]]

 [[137 176 251]
  [140 179 254]
  [142 181 255]
  ...
  [ 75 109 175]
  [ 71 103 168]
  [ 68 101 164]]

 [[135 174 248]
  [137 176 250]
  [140 177 251]
  ...
  [ 83 115 180]
  [ 73 104 167]
  [ 74 105 168]]

 ...

 [[ 83  92 155]
  [ 83  98 161]
  [109 128 196]
  ...
  [ 99 125 185]
  [ 96 124 184]
  [ 75 103 163]]

 [[ 85  93 153]
  [ 81  93 157]
  [101 118 185]
  ...
  [ 95 123 184]
  [ 97 125 185]
  [ 79 108 165]]

 [[ 87  92 153]
  [ 80  90 154]
  [ 88 104 171]
  ...
  [ 91 119 180]
  [ 98 126 186]
  [ 86 115 172]]]",136.46212995001923,10.0,210.0,143.0,180.0
78,James Hackett,"[[[ 86  45  36]
  [ 84  38  30]
  [ 85  43  31]
  ...
  [169 195 201]
  [147 176 180]
  [122 154 159]]

 [[ 75  33  26]
  [ 75  34  25]
  [ 89  44  33]
  ...
  [134 169 179]
  [107 144 152]
  [ 96 130 136]]

 [[ 77  35  28]
  [ 80  39  30]
  [ 83  41  29]
  ...
  [113 151 163]
  [ 93 131 143]
  [ 97 129 135]]

 ...

 [[ 65  68  76]
  [ 66  40  40]
  [ 68  33  29]
  ...
  [ 97 148 174]
  [ 98 166 195]
  [ 86 180 215]]

 [[ 63  71  78]
  [ 73  50  48]
  [ 66  31  27]
  ...
  [ 82 155 187]
  [ 81 173 208]
  [ 94 187 226]]

 [[ 49  56  65]
  [ 76  54  56]
  [ 69  34  31]
  ...
  [ 84 164 201]
  [ 78 173 212]
  [ 98 188 229]]]",132.06060606060606,24.0,201.0,155.0,182.0
79,James P,"[[[102 113 157]
  [ 93 106 152]
  [ 95 107 155]
  ...
  [157 172 221]
  [160 174 223]
  [163 175 223]]

 [[ 93 106 152]
  [ 90 103 149]
  [ 92 106 154]
  ...
  [155 170 219]
  [160 174 223]
  [163 175 223]]

 [[ 86  99 145]
  [ 82  97 143]
  [ 81  95 143]
  ...
  [153 168 217]
  [161 175 224]
  [165 177 225]]

 ...

 [[ 56  72 115]
  [ 48  64 106]
  [ 49  65 107]
  ...
  [157 167 207]
  [172 181 215]
  [186 194 223]]

 [[ 52  67 113]
  [ 48  64 106]
  [ 47  63 105]
  ...
  [161 171 211]
  [181 190 224]
  [189 197 226]]

 [[ 57  71 119]
  [ 38  57 102]
  [ 42  59 102]
  ...
  [149 161 203]
  [182 192 226]
  [193 202 229]]]",112.66801619433198,1.0,245.0,122.0,162.0
81,Jean-Pascal Tricoire,"[[[ 87 126 178]
  [ 83 122 174]
  [ 80 119 171]
  ...
  [ 11   9   8]
  [ 26  24  23]
  [ 49  44  43]]

 [[ 90 129 181]
  [ 97 136 188]
  [ 90 129 181]
  ...
  [ 40  38  37]
  [ 28  26  25]
  [ 46  41  40]]

 [[ 84 123 175]
  [ 93 132 184]
  [ 92 131 183]
  ...
  [ 65  63  63]
  [ 48  46  46]
  [ 46  41  40]]

 ...

 [[ 46  38  39]
  [ 51  43  44]
  [ 46  38  39]
  ...
  [ 57  55  61]
  [ 70  69  73]
  [ 61  58  60]]

 [[ 42  34  35]
  [ 43  35  36]
  [ 28  20  21]
  ...
  [ 87  87  93]
  [ 94  95  99]
  [ 84  83  85]]

 [[ 35  27  28]
  [ 42  34  35]
  [ 33  25  26]
  ...
  [ 63  63  69]
  [ 78  79  83]
  [ 81  80  82]]]",105.50356998323409,1.0,254.0,109.0,128.0
82,Jeff Bezos,"[[[134 168 222]
  [128 162 216]
  [122 153 208]
  ...
  [122 144 196]
  [121 143 195]
  [122 144 196]]

 [[135 166 211]
  [131 167 203]
  [125 156 201]
  ...
  [123 146 196]
  [128 147 198]
  [126 147 198]]

 [[133 164 209]
  [129 164 204]
  [119 152 201]
  ...
  [121 146 196]
  [129 148 199]
  [126 145 196]]

 ...

 [[ 17  23   6]
  [ 14  21   6]
  [ 16  17   1]
  ...
  [ 69  92 168]
  [ 68  91 167]
  [ 67  90 166]]

 [[ 18  24   5]
  [ 15  23   6]
  [ 17  18   2]
  ...
  [ 68  91 167]
  [ 68  91 167]
  [ 66  89 165]]

 [[ 21  27   8]
  [ 19  27  10]
  [ 19  20   4]
  ...
  [ 65  88 164]
  [ 66  89 164]
  [ 66  89 164]]]",138.04084033280245,1.0,254.0,141.0,147.0
84,Jeff Shell,"[[[114 139 181]
  [118 143 183]
  [119 145 181]
  ...
  [137 160 205]
  [136 156 203]
  [137 157 204]]

 [[116 141 183]
  [119 144 184]
  [121 146 186]
  ...
  [139 160 205]
  [138 158 205]
  [138 158 205]]

 [[117 141 183]
  [118 142 184]
  [115 139 185]
  ...
  [143 164 209]
  [138 158 205]
  [138 160 208]]

 ...

 [[123 147 193]
  [125 148 193]
  [116 142 188]
  ...
  [139 162 208]
  [127 155 202]
  [132 155 201]]

 [[115 147 190]
  [127 152 194]
  [125 153 194]
  ...
  [148 170 211]
  [138 158 205]
  [135 159 205]]

 [[112 147 191]
  [124 154 195]
  [127 152 194]
  ...
  [138 163 205]
  [142 166 212]
  [138 162 208]]]",155.3313571543022,28.0,254.0,162.0,173.0
85,Jeffrey L,"[[[ 52  98 162]
  [ 51  96 163]
  [ 50  95 163]
  ...
  [176 202 238]
  [175 201 237]
  [177 201 237]]

 [[ 58 104 168]
  [ 54  99 166]
  [ 49  96 164]
  ...
  [176 204 239]
  [176 202 238]
  [178 202 238]]

 [[ 62 108 172]
  [ 54 102 168]
  [ 50  97 165]
  ...
  [178 206 241]
  [178 204 240]
  [178 204 240]]

 ...

 [[ 91 134 191]
  [ 71 107 167]
  [ 49  88 150]
  ...
  [186 210 246]
  [188 210 246]
  [189 209 244]]

 [[101 144 201]
  [ 86 123 181]
  [ 51  88 148]
  ...
  [188 208 243]
  [190 210 245]
  [191 210 243]]

 [[107 151 205]
  [ 98 135 193]
  [ 64 101 161]
  ...
  [187 206 239]
  [192 209 242]
  [193 211 242]]]",169.25739644970415,30.0,227.0,179.0,212.0
86,Jes Staley,"[[[ 88 118 173]
  [ 98 125 181]
  [ 97 127 182]
  ...
  [ 67  96 147]
  [ 80 110 159]
  [ 83 111 158]]

 [[ 85 113 167]
  [ 88 114 168]
  [ 90 118 172]
  ...
  [ 76 102 156]
  [ 62  89 140]
  [ 88 113 163]]

 [[ 89 115 169]
  [ 95 121 175]
  [101 127 181]
  ...
  [ 80 104 158]
  [ 73  97 151]
  [ 89 113 165]]

 ...

 [[ 61  83 125]
  [ 59  80 125]
  [ 65  86 131]
  ...
  [ 86 107 158]
  [ 81 102 153]
  [ 76  97 148]]

 [[ 62  84 126]
  [ 61  82 127]
  [ 66  87 132]
  ...
  [ 92 111 162]
  [ 84 106 154]
  [ 81 100 151]]

 [[ 64  83 128]
  [ 60  79 124]
  [ 60  79 124]
  ...
  [ 96 113 162]
  [ 89 109 156]
  [ 78  95 144]]]",154.229410430839,1.0,251.0,162.0,180.0
87,Jim Umpleby,"[[[ 94 114 145]
  [ 90 110 141]
  [ 89 109 140]
  ...
  [ 94 161 188]
  [ 95 162 189]
  [ 95 162 189]]

 [[ 96 116 147]
  [ 93 113 144]
  [ 92 112 143]
  ...
  [ 94 161 188]
  [ 95 162 189]
  [ 95 162 189]]

 [[100 120 151]
  [ 98 118 149]
  [ 96 116 147]
  ...
  [ 95 162 189]
  [ 95 162 189]
  [ 95 162 189]]

 ...

 [[159 133 119]
  [163 137 123]
  [163 139 127]
  ...
  [ 78  79  77]
  [ 75  78  76]
  [ 77  78  76]]

 [[163 137 123]
  [166 140 126]
  [165 141 129]
  ...
  [ 75  76  74]
  [ 81  84  82]
  [ 87  88  86]]

 [[159 133 119]
  [161 138 123]
  [162 138 126]
  ...
  [ 84  85  83]
  [100 103 101]
  [111 112 110]]]",147.60845371690743,24.0,248.0,149.0,137.0
89,John Mackey,"[[[ 84 109 173]
  [ 89 113 179]
  [ 88 114 180]
  ...
  [106 134 205]
  [104 133 202]
  [101 130 199]]

 [[ 86 111 173]
  [ 90 115 179]
  [ 89 115 181]
  ...
  [106 134 205]
  [107 136 205]
  [106 135 204]]

 [[ 86 111 173]
  [ 90 115 179]
  [ 89 116 180]
  ...
  [104 133 202]
  [104 133 202]
  [104 133 200]]

 ...

 [[ 41  56 102]
  [ 45  59 107]
  [ 56  72 125]
  ...
  [118 153 217]
  [118 153 217]
  [119 152 215]]

 [[ 46  62 108]
  [ 44  58 106]
  [ 50  65 114]
  ...
  [118 153 217]
  [117 152 215]
  [116 149 212]]

 [[ 54  70 116]
  [ 43  57 105]
  [ 43  58 107]
  ...
  [117 151 217]
  [115 150 214]
  [112 145 208]]]",141.4811224489796,2.0,227.0,149.0,157.0
90,John Strangfeld,"[[[ 90 113 161]
  [ 99 123 175]
  [ 97 118 173]
  ...
  [159 180 225]
  [154 177 222]
  [159 181 223]]

 [[ 88 111 161]
  [102 124 176]
  [ 90 112 164]
  ...
  [157 180 225]
  [157 178 223]
  [158 179 224]]

 [[ 92 115 165]
  [ 99 122 172]
  [ 90 113 163]
  ...
  [156 180 222]
  [157 178 223]
  [157 178 223]]

 ...

 [[ 83 111 165]
  [ 85 112 168]
  [ 87 112 168]
  ...
  [142 165 221]
  [141 165 219]
  [151 169 222]]

 [[ 82 108 162]
  [ 85 111 165]
  [ 88 114 168]
  ...
  [151 173 221]
  [149 169 217]
  [146 167 218]]

 [[ 81 105 159]
  [ 86 110 164]
  [ 84 108 162]
  ...
  [151 173 221]
  [146 167 218]
  [151 171 219]]]",141.10555886046666,13.0,252.0,143.0,173.0
91,Jonathan Ornstein,"[[[151 165 214]
  [154 168 217]
  [156 170 219]
  ...
  [144 154 194]
  [142 152 192]
  [144 154 194]]

 [[152 166 215]
  [154 168 217]
  [156 170 219]
  ...
  [144 154 194]
  [144 154 194]
  [145 155 195]]

 [[153 167 216]
  [155 169 218]
  [156 170 219]
  ...
  [146 156 196]
  [146 156 196]
  [147 157 197]]

 ...

 [[102 109 148]
  [101 108 147]
  [100 107 146]
  ...
  [117 125 155]
  [116 123 156]
  [117 124 157]]

 [[107 114 153]
  [102 109 148]
  [ 97 104 143]
  ...
  [117 124 157]
  [116 122 157]
  [115 124 158]]

 [[108 116 153]
  [ 97 105 142]
  [ 92 100 137]
  ...
  [113 119 156]
  [115 122 161]
  [113 122 160]]]",139.1361280127599,3.0,255.0,143.0,182.0
92,Joseph C,"[[[ 90 114 198]
  [ 86 110 194]
  [ 86 111 197]
  ...
  [ 96 117 202]
  [ 95 117 199]
  [ 80 103 183]]

 [[ 95 119 201]
  [ 93 117 201]
  [ 85 111 195]
  ...
  [ 95 116 201]
  [ 93 115 197]
  [ 75  97 179]]

 [[ 89 113 195]
  [ 87 111 193]
  [ 79 103 187]
  ...
  [ 94 114 201]
  [ 98 119 204]
  [ 84 106 188]]

 ...

 [[128 109 142]
  [133 111 140]
  [132 114 143]
  ...
  [141 163 234]
  [148 169 237]
  [148 169 237]]

 [[134 119 150]
  [131 114 141]
  [126 110 133]
  ...
  [136 158 229]
  [150 173 241]
  [156 176 247]]

 [[116 109 130]
  [ 91  80 100]
  [ 87  74  88]
  ...
  [132 157 227]
  [144 169 239]
  [145 167 238]]]",150.5383281304197,17.0,235.0,154.0,157.0
93,Joseph R,"[[[ 95 135 187]
  [ 96 136 188]
  [102 140 194]
  ...
  [ 69  94 136]
  [ 68  93 135]
  [ 69  94 136]]

 [[ 99 138 190]
  [ 98 137 189]
  [102 138 192]
  ...
  [ 71  96 138]
  [ 68  93 135]
  [ 68  93 135]]

 [[106 145 197]
  [103 140 192]
  [103 139 193]
  ...
  [ 70  95 137]
  [ 68  93 135]
  [ 67  92 134]]

 ...

 [[ 83 114 167]
  [ 85 116 169]
  [ 86 116 171]
  ...
  [ 76 107 160]
  [ 86 117 168]
  [ 86 115 166]]

 [[ 81 112 165]
  [ 82 113 166]
  [ 85 115 170]
  ...
  [ 75 107 160]
  [ 83 114 165]
  [ 81 110 161]]

 [[ 79 110 163]
  [ 82 113 166]
  [ 85 115 170]
  ...
  [ 78 110 163]
  [ 84 115 166]
  [ 78 110 159]]]",148.89984029417766,7.0,252.0,158.0,180.0
94,Julie Sweet,"[[[ 77 121 180]
  [ 79 123 184]
  [ 80 124 187]
  ...
  [ 77 118 173]
  [ 85 129 182]
  [113 158 209]]

 [[ 77 121 180]
  [ 79 123 184]
  [ 81 126 187]
  ...
  [ 69 109 167]
  [ 80 124 177]
  [101 146 197]]

 [[ 77 121 180]
  [ 79 123 184]
  [ 82 126 187]
  ...
  [ 58  98 157]
  [ 76 120 174]
  [ 88 132 185]]

 ...

 [[ 89 124 188]
  [ 91 127 191]
  [ 93 131 196]
  ...
  [113 147 200]
  [ 97 129 178]
  [ 69 102 147]]

 [[ 88 123 187]
  [ 91 127 191]
  [ 95 130 196]
  ...
  [109 142 192]
  [ 88 121 166]
  [ 64  96 139]]

 [[ 86 121 184]
  [ 89 125 189]
  [ 94 129 195]
  ...
  [101 134 183]
  [ 80 112 155]
  [ 63  94 133]]]",155.84300488365412,10.0,221.0,161.0,200.0
95,Julie%Sweet,"[[[ 79 109 158]
  [ 78 105 155]
  [ 70  95 145]
  ...
  [186 205 242]
  [183 203 238]
  [179 195 231]]

 [[ 81 111 160]
  [ 68  95 145]
  [ 62  87 137]
  ...
  [184 203 240]
  [183 202 237]
  [178 194 230]]

 [[ 73 103 150]
  [ 50  78 125]
  [ 60  86 133]
  ...
  [183 202 239]
  [182 201 236]
  [178 194 230]]

 ...

 [[150 166 213]
  [160 176 222]
  [175 192 235]
  ...
  [159 177 218]
  [154 173 211]
  [167 184 223]]

 [[150 166 213]
  [154 170 216]
  [168 185 228]
  ...
  [171 188 227]
  [160 178 215]
  [170 186 223]]

 [[149 165 211]
  [153 170 213]
  [166 184 225]
  ...
  [182 198 235]
  [171 186 219]
  [171 186 219]]]",178.72135416666666,14.0,244.0,194.0,214.0
98,Kumar Birla,"[[[103 153 211]
  [116 163 215]
  [120 163 212]
  ...
  [ 39  81 146]
  [ 36  71 137]
  [ 27  51 109]]

 [[105 157 217]
  [115 162 214]
  [114 160 208]
  ...
  [ 29  68 130]
  [ 30  62 128]
  [ 29  53 113]]

 [[112 164 224]
  [119 166 220]
  [117 162 213]
  ...
  [ 30  67 129]
  [ 34  63 130]
  [ 39  61 126]]

 ...

 [[107 156 204]
  [101 151 203]
  [ 94 146 199]
  ...
  [ 30  62 128]
  [ 32  62 127]
  [ 29  58 119]]

 [[107 156 204]
  [102 152 204]
  [ 96 148 201]
  ...
  [ 32  64 129]
  [ 35  63 127]
  [ 30  58 118]]

 [[106 155 203]
  [103 153 205]
  [ 97 149 202]
  ...
  [ 33  64 127]
  [ 33  60 124]
  [ 30  57 114]]]",98.75955185291583,1.0,219.0,98.0,125.0
99,Kumar%Birla,"[[[125 160 204]
  [130 162 205]
  [135 164 208]
  ...
  [ 12  24  42]
  [  1   7  20]
  [  6   8  18]]

 [[124 157 202]
  [128 160 203]
  [132 162 203]
  ...
  [ 11  25  44]
  [  0   0  11]
  [  0   2  13]]

 [[121 155 198]
  [125 157 200]
  [129 159 200]
  ...
  [ 16  30  49]
  [  0   0  13]
  [  4  10  23]]

 ...

 [[ 89 127 161]
  [ 91 129 163]
  [ 96 132 168]
  ...
  [ 67 103 133]
  [ 95 130 156]
  [ 56  88 111]]

 [[ 83 121 155]
  [ 86 124 158]
  [ 90 126 162]
  ...
  [ 67 103 133]
  [ 80 115 141]
  [ 50  81 104]]

 [[ 79 118 150]
  [ 80 118 152]
  [ 84 120 156]
  ...
  [ 74 107 140]
  [ 71 103 132]
  [ 47  75  99]]]",129.41946088099934,3.0,254.0,144.0,152.0
100,Lachlan Murdoch,"[[[ 69  93 129]
  [ 56  79 117]
  [ 57  80 118]
  ...
  [151 178 235]
  [150 177 234]
  [155 181 241]]

 [[ 68  93 127]
  [ 65  89 125]
  [ 71  95 131]
  ...
  [161 188 245]
  [160 187 244]
  [164 191 248]]

 [[ 58  80 115]
  [ 66  88 123]
  [ 75 100 134]
  ...
  [158 185 242]
  [152 179 236]
  [151 178 235]]

 ...

 [[ 41  20  18]
  [ 63  56  61]
  [ 68  65  80]
  ...
  [164 187 255]
  [165 188 255]
  [163 189 255]]

 [[ 38  16  11]
  [ 63  54  57]
  [ 68  66  78]
  ...
  [163 187 253]
  [163 187 253]
  [160 186 252]]

 [[ 38  14   8]
  [ 63  52  54]
  [ 70  66  77]
  ...
  [162 186 252]
  [160 184 250]
  [157 183 249]]]",145.28600366547698,1.0,244.0,152.0,195.0
101,Lakshmi Niwas Mittal,"[[[170 152 145]
  [172 154 147]
  [173 155 148]
  ...
  [186 171 168]
  [184 169 166]
  [182 167 164]]

 [[171 153 146]
  [172 154 147]
  [174 156 149]
  ...
  [187 172 169]
  [185 170 167]
  [184 169 166]]

 [[171 155 148]
  [172 156 149]
  [175 157 150]
  ...
  [188 173 170]
  [187 172 169]
  [186 171 168]]

 ...

 [[ 31  20  22]
  [ 27  19  20]
  [ 25  17  17]
  ...
  [203 186 183]
  [203 188 185]
  [206 191 188]]

 [[ 32  21  23]
  [ 28  20  21]
  [ 25  17  17]
  ...
  [203 186 183]
  [205 188 185]
  [209 192 189]]

 [[ 32  21  23]
  [ 30  19  21]
  [ 25  17  17]
  ...
  [202 185 182]
  [204 187 184]
  [209 192 189]]]",165.689697265625,15.0,197.0,173.0,174.0
102,Laura J,"[[[153 146 167]
  [155 149 172]
  [156 150 173]
  ...
  [168 183 239]
  [167 183 236]
  [166 182 235]]

 [[153 146 167]
  [153 147 170]
  [153 147 170]
  ...
  [170 185 241]
  [169 185 238]
  [168 184 237]]

 [[152 148 167]
  [151 149 169]
  [148 145 167]
  ...
  [171 186 242]
  [170 186 239]
  [170 186 239]]

 ...

 [[114 116 164]
  [113 115 163]
  [116 118 166]
  ...
  [155 173 232]
  [156 174 233]
  [154 176 234]]

 [[111 113 161]
  [112 114 162]
  [115 117 165]
  ...
  [155 173 234]
  [156 174 235]
  [154 175 236]]

 [[110 112 160]
  [111 113 161]
  [114 116 164]
  ...
  [155 173 234]
  [155 174 235]
  [154 175 237]]]",156.38386831275722,8.0,223.0,160.0,161.0
103,Lee Shau Kee,"[[[194 209 242]
  [192 207 240]
  [190 205 238]
  ...
  [161 172 200]
  [161 181 198]
  [161 182 204]]

 [[186 205 243]
  [183 202 240]
  [183 202 240]
  ...
  [163 176 198]
  [165 179 201]
  [170 184 207]]

 [[184 203 241]
  [183 202 240]
  [182 201 239]
  ...
  [164 176 200]
  [161 174 196]
  [158 172 195]]

 ...

 [[177 179 180]
  [190 200 218]
  [196 214 251]
  ...
  [112 133 195]
  [115 136 198]
  [110 132 197]]

 [[178 171 162]
  [181 181 187]
  [198 210 238]
  ...
  [110 132 197]
  [110 132 197]
  [104 128 194]]

 [[179 167 149]
  [168 160 153]
  [189 193 212]
  ...
  [111 133 198]
  [110 132 197]
  [103 127 193]]]",173.71614583333334,9.0,240.0,177.0,210.0
104,Les Wexner,"[[[134 164 205]
  [137 166 210]
  [136 163 207]
  ...
  [150 179 216]
  [155 182 216]
  [155 183 217]]

 [[119 149 196]
  [131 160 204]
  [137 167 208]
  ...
  [149 180 213]
  [152 183 214]
  [153 181 215]]

 [[110 143 192]
  [129 158 203]
  [137 167 208]
  ...
  [144 176 212]
  [151 182 215]
  [152 180 215]]

 ...

 [[ 56  83 120]
  [ 70  96 136]
  [ 72  97 139]
  ...
  [117 149 202]
  [127 162 205]
  [129 163 209]]

 [[ 56  83 117]
  [ 69  95 135]
  [ 77 102 144]
  ...
  [113 150 200]
  [130 162 211]
  [132 167 210]]

 [[ 64  87 125]
  [ 71  98 135]
  [ 92 116 152]
  ...
  [126 159 205]
  [137 169 212]
  [136 169 214]]]",165.77132398341712,1.0,243.0,177.0,186.0
105,Li Dongsheng,"[[[  7  32  42]
  [ 18  46  63]
  [ 15  51  75]
  ...
  [ 69 147 194]
  [ 70 151 196]
  [ 77 159 201]]

 [[ 21  46  56]
  [ 17  47  66]
  [ 26  60  89]
  ...
  [ 58 136 183]
  [ 74 155 200]
  [ 74 156 198]]

 [[ 18  41  56]
  [ 16  44  68]
  [ 28  63  96]
  ...
  [ 67 143 191]
  [ 64 142 188]
  [ 63 142 185]]

 ...

 [[ 48  97 171]
  [ 59 110 183]
  [ 54 106 177]
  ...
  [ 53 110 171]
  [ 55 109 172]
  [ 56 110 173]]

 [[ 43  96 176]
  [ 49 100 180]
  [ 53 105 181]
  ...
  [ 46 104 163]
  [ 60 115 176]
  [ 56 110 171]]

 [[ 51 104 184]
  [ 42  95 176]
  [ 43  97 174]
  ...
  [ 49 106 162]
  [ 50 104 164]
  [ 49 103 164]]]",134.70250676915015,1.0,208.0,140.0,140.0
106,Lisa Su,"[[[ 90 115 159]
  [ 95 122 166]
  [101 128 172]
  ...
  [ 68  81  97]
  [ 64  75  89]
  [ 57  68  82]]

 [[ 94 119 163]
  [ 95 122 166]
  [107 134 178]
  ...
  [ 79  92 106]
  [ 67  78  92]
  [ 55  66  80]]

 [[ 96 121 165]
  [105 132 176]
  [ 91 118 162]
  ...
  [ 72  85  99]
  [ 70  81  95]
  [ 67  78  92]]

 ...

 [[ 77 103 140]
  [ 96 122 162]
  [ 79 107 148]
  ...
  [ 84 110 146]
  [ 94 121 155]
  [ 82 109 143]]

 [[ 76 102 139]
  [ 89 115 155]
  [ 90 116 156]
  ...
  [ 79 106 140]
  [ 86 111 145]
  [ 96 121 155]]

 [[ 90 114 150]
  [ 66  92 129]
  [ 79 105 145]
  ...
  [ 97 124 158]
  [ 85 110 144]
  [ 86 111 145]]]",134.18900773545172,1.0,254.0,141.0,149.0
107,Luca de Meo,"[[[ 98 137 176]
  [ 97 137 179]
  [ 97 139 182]
  ...
  [100 151 207]
  [ 97 146 202]
  [ 96 143 199]]

 [[ 99 138 177]
  [ 94 135 174]
  [ 97 139 182]
  ...
  [ 99 153 208]
  [ 96 147 203]
  [ 97 146 202]]

 [[104 143 182]
  [ 99 140 179]
  [104 146 189]
  ...
  [ 96 150 205]
  [ 93 144 200]
  [ 95 144 200]]

 ...

 [[134 143 157]
  [123 139 156]
  [113 137 157]
  ...
  [ 97 143 191]
  [ 97 143 191]
  [ 92 137 188]]

 [[167 176 189]
  [116 132 145]
  [115 138 154]
  ...
  [ 91 137 185]
  [ 88 134 182]
  [ 87 132 183]]

 [[202 212 222]
  [133 147 159]
  [115 134 149]
  ...
  [ 94 137 186]
  [ 89 132 181]
  [ 90 133 184]]]",136.3167596218504,10.0,230.0,137.0,139.0
